sentence	sentiment
任何人操作同一款设备的感受都会有些差异	neutral
但是没有了灰尘的烦恼	neutral
毕竟的和定焦头太迷人了	positive
镜头体积增大	neutral
普通场合也还够用	neutral
以及少量人像	neutral
直出很好	positive
就完美了	neutral
确实还不错	neutral
变焦感觉有点慢哦有时候界面操作都会有些许延时现象	negative
左肩顶部的开关设计可以说是新单反产品的标准样式了	neutral
的工业设计到底怎么了	negative
配置一般对焦速度慢	negative
但是强劲的机能会弥补画质的不足对焦点选择不是很方便	positive
顺便说下价格	neutral
对焦真的没什么优势这么密的小像素	negative
必须合焦后才能按下快门	neutral
稍微玩了一下	neutral
也有点厚	neutral
附带的解软件解出来的效果非常差艺术效果拍摄时拖尾严重	negative
相信不久的将来	neutral
防抖没有想像中管用新一代暗处色彩丢失可能是因为噪音太大导致严重降噪抹除了颜色	positive
最出色色彩还原的出错率最低	positive
键	neutral
的宽容度不错	positive
轻的可以水上漂	neutral
空手而归	neutral
那感觉和效果是脚底抹油也赶不上因此背景的虚化不足	positive
其中至少/是用内闪的	neutral
保证焦点准确对焦	neutral
而且我也不太重视以上的高感表现	neutral
优点	neutral
速度奇慢顺便吐槽这几个新出的镜头	negative
高感不好没什么用处	negative
图象完全看不清楚景深预览键没有	positive
我们要问	neutral
当你选好一个题材	neutral
但是屏幕实在不堪入目但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小	positive
没有确实有点影响出片率这么密的小像素	positive
追焦时我常用区域自动对焦	neutral
是做工厚实	positive
构图也不难	positive
人物的皮肤还有些发青的感觉	neutral
取景器切换时候会有遮挡这是镜头太水的原因	negative
当前的速度已经很浪费快门了	neutral
单点对焦试了几张只是开电池舱盖和卡舱盖的时候能明显感觉到塑料的做工	positive
当然这也许是白平衡的问题的非常差	negative
质量还不如以前的白平衡	positive
四没有防抖现在这个样子怎么看怎么像镜头长倒过来似的	negative
外接闪光灯真丑手感操控性能画质已然全面落后	positive
形式比较好	neutral
接图的效果也不如最不满意的也就对焦系统了	positive
夜景手持真的很吃力这头的对焦环	negative
全高清视频拍摄功能等众多亮点再加上元区较高的性价比	positive
对焦慢其余的对焦点	positive
单手操作方便	positive
呵呵	neutral
可能是用惯了的原因	neutral
肩屏小了些屏幕用这么差的材料	positive
效果还真是不错	positive
开机慢大概秒以上	negative
还有个美肤的功能	neutral
开机慢大概秒以上操作系统反映速度很慢	negative
盼分解	neutral
够用就好	neutral
这对于宾得之前饱受非议的弱光下和人造光下跑焦的和用户来说	neutral
色彩太假连续自动对焦的速度是最差的	positive
现在又想回	neutral
白平衡不过与相比的机身确实短了一些从左到右方向	positive
在暗处对焦边缘对焦点无力机身缝隙稍大	negative
转盘和那个十字大按键有些容易误操作广角端边缘锐度不行	positive
首先是那个和啤酒瓶子盖一样的模式转盘	negative
手感操控性能画质已然全面落后	negative
实际使用还是灰常靠谱的	neutral
感觉这个反光板要掉下来一样	neutral
目前只有也开放这项技术在机身上	neutral
提高了握持手感和防滑性能	positive
这种气温下一块原装电池随便用个天没问题	neutral
画质达到了全画幅的水准	positive
有个固件叫	neutral
就是紫边太严重机身轻小后的缺陷装个都觉得头重脚轻	positive
个人觉得做工不如但便携机在图像质量上总是稍欠缺一点还有不能换镜头局限了拍摄题材	positive
不喜欢闪光灯的设计就感觉出来的片子更糟	negative
总的来说用来拍人像肤色怪怪的	negative
作为一个业余爱好者	neutral
白平衡需要不停的去试着拍	neutral
照远景效果比许多机子差二是体型偏大了	negative
到手时间不短	neutral
的电子技术确实不高不深缺点是体积略大	positive
其功能已大都能满足我目前的使用要求	positive
经不起裁剪	neutral
也舍不得饼干	neutral
可是定焦也太小气了就说下设计上的不足	positive
感觉有点向靠近	neutral
总结和必须双机器	neutral
也让我开始喜欢上摄影	neutral
外盖分成了三部分刚上手觉得操作特别困难	negative
拍的好像蒙了一层雾白平衡只能菜单调	positive
不如做工好的对焦屏比较简单的感觉	positive
快门声音比我想象的大得多对焦速度偏慢	negative
加上几天以来的思考	neutral
在弱光环境下	neutral
对焦的确非常非常慢	negative
宾得做了很多消光措施	neutral
都是模式局部测光顺光拍摄快速对焦	neutral
这个功能的意思是按快门键的时候是选择释放快门优先还是合焦优先	neutral
压缩比有些点	negative
稍逊于单反的机械性能这景深伤不起	negative
高速卡帮助不大而腾龙出片我个人感觉比较像一个数码记录图像	positive
我还是需要感受一下	neutral
几个小按钮的感觉也是如此虽然在强度上有些降低	negative
只是控制和手感恐怕没有这么舒服做工一般	positive
画面颗粒感较强尤其是曝光锁定键	positive
其实我并不是极致便携的追随者	neutral
这类足够了	neutral
后来被的高像毒蛊惑	neutral
暂时还不够丰富的系统它的功能上的确有些不足	negative
塑料感强对焦的速度上并不是很突出	positive
就是的色散比重引起的防抖没有想像中管用	positive
的连拍和出色的机震控制也给我留下了很深刻的印象	positive
这个头的对焦性能并不好就是色彩比较淡	negative
要说不足	neutral
操作系统反映速度很慢可能握持上不是太舒服	negative
有些不可思议	neutral
因此背景的虚化不足但体积不小	negative
当然这也许是白平衡的问题它相机里电池自行放电由来已久	negative
它的功能上的确有些不足对焦的速度上并不是很突出	negative
不说瞎话	neutral
明显敌不过总的来说用来拍人像肤色怪怪的	positive
但驱动有点慢机背液晶屏竟然是塑料的	negative
你都可以清晰的看见紫边	neutral
手感操控性能画质已然全面落后对焦点选择不是很方便	positive
如果使用实时取景拍摄的话	neutral
感觉成幅人了	neutral
或者放在一个稳定的地方	neutral
一是太小完全不像是消费专业级数码相机的水平	negative
安装好镜头电池和储存卡后	neutral
从个人觉得按重要性	neutral
无法体验实际压手感	neutral
说说的感受吧	neutral
不管如何	neutral
液晶屏可以全角度旋转	positive
手感操控可玩性都具备了	positive
连续自动对焦的速度是最差的玩了半年就出掉了主要是边缘成像太差色散严重	positive
看了港台摄友的拍摄感受	neutral
海鸥入的门	neutral
比看照片帅一点	neutral
档案算蛮小的让那些用的女士双臂平伸端着手感很差的克重物显得那么滑稽可笑	positive
到这里我想小黑和应该不只是一个超声波马达的问题了	neutral
电池不够用	negative
如果是静静心心拍点东西的话	neutral
焦点准确	positive
参数丰富	positive
画面也惨不忍睹这头的对焦环	negative
表现在取景器和想比	negative
对对焦点的明暗反差要求比较高另外高感也差很多	positive
拧到位置继续往下拧就要松开手再拧一次	neutral
而在时代	neutral
由于使用场景的不同	neutral
入选机型	neutral
外置电子取景器	neutral
画质偏软感觉机身的自动白平衡有点问题	positive
那感觉和效果是脚底抹油也赶不上不喜欢闪光灯的设计	positive
机子太小太轻先对焦后构图速度太慢且容易焦点偏移	negative
没有的感觉好	neutral
你怎么看呢	neutral
对焦速度慢这个完全不能和单反比啊	negative
毕竟定位区别	neutral
就是对焦前先来回抽一下让人蛋疼寸万象素的液晶屏有点落伍了	negative
使用机身背布的八方向功能转盘调整对焦时响应速度快捷	positive
微单意味着就是换镜头	neutral
这种更偏向玩物	neutral
而且使用速度狂慢我用的是苹果一体机白平衡只能菜单调	positive
试用的初步感受	neutral
背屏改变为可以度旋转的形式	positive
是数码机就一定有	neutral
这个需要另外购买	neutral
其次是那个主拨盘的非常差	positive
红色的三角裤很精神	neutral
底感差	negative
价格贵不少为什么照片这么小	positive
甚至还略有不如	neutral
刚拿到	neutral
　１６００至少　４００可用	neutral
底感差玩了半年就出掉了主要是边缘成像太差色散严重	positive
因为没有反光板的起落	neutral
按键按起来啪啪响快门声音比我想象的大得多	positive
对焦点能否落到眼睛上常常决定一张片子的成败	neutral
叹息老师等朋友推荐	neutral
相机并没有像市场上大部分无单相机一样因为体积缩小而在手感上有任何缩水	neutral
言归正传	neutral
居然带简单的手动模式	positive
画质偏软	negative
说说感受	neutral
显示屏跟电脑显示的接近	neutral
我会立马入手一台	neutral
很多朋友说	neutral
细节较多液晶屏像素太低	negative
放在上	neutral
与配合很适合一镜走天下	neutral
实际上我对的对焦已经非常满意了	positive
也不好逃出紫边电池续航能力一般	negative
/的快门大家都非常郁闷连续自动对焦的速度是最差的	negative
但是外挂电源毕竟影会影响的便携性	negative
